28481-医疗健康行业运营经理（深圳）,position_detail.php?id=46062&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TA-T+平台培训经理（深圳）,position_detail.php?id=46065&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
SA-腾讯社交广告本地行业类目运营经理(新闻视频广告 深圳）,position_detail.php?id=46066&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
SA-腾讯社交广告渠道和市场运营经理(新闻视频广告 深圳）,position_detail.php?id=46067&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
25663-泛互联网行业高级产品经理(北/上/深）（上海）,position_detail.php?id=46082&keywords=&tid=0&lid=0,,1,上海,2018-11-30
25666-腾讯云行业资深专家（深圳/北京）,position_detail.php?id=46083&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
25666-腾讯云资源调度商务拓展（深圳/北京）,position_detail.php?id=46084&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
CSIG18-高级业务运维工程师（深圳）,position_detail.php?id=46086&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
25928-云游戏高级客户端技术开发工程师,position_detail.php?id=46088&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
25663-泛互联网行业高级产品经理(北/上/深）（深圳总部）,position_detail.php?id=46080&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
21528-版权内容运营,position_detail.php?id=46075&keywords=&tid=0&lid=0,,1,北京,2018-11-30
PCG12-Web前端安全开发（深圳）,position_detail.php?id=46076&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG12-移动安全高级工程师（深圳）,position_detail.php?id=46077&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG12-iOS移动安全工程师（深圳）,position_detail.php?id=46078&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
CSIG02-腾讯云教育行业高级产品经理（课程）,position_detail.php?id=46093&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG01-QQ会员-Android开发工程师（深圳）,position_detail.php?id=46094&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
PCG01-QQ会员-IOS开发工程师（深圳）,position_detail.php?id=46095&keywords=&tid=0&lid=0,,3,深圳,2018-11-30
18425-金融人工智能高级研究员,position_detail.php?id=46096&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
CSIG18-运营开发工程师（深圳）,position_detail.php?id=46087&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
25928-云游戏高级虚拟化技术开发工程师,position_detail.php?id=46089&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
25928-后台高级开发工程师,position_detail.php?id=46090&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG12-C++高级后台开发工程师（深圳）,position_detail.php?id=46091&keywords=&tid=0&lid=0,,3,深圳,2018-11-30
WXG01-终端合作高级产品经理(广州）,position_detail.php?id=46092&keywords=&tid=0&lid=0,,1,广州,2018-11-30
25663-泛互联网行业高级产品经理(北/上/深）（北京）,position_detail.php?id=46081&keywords=&tid=0&lid=0,,1,北京,2018-11-30
25928-AI客户端开发工程师（深圳）,position_detail.php?id=45727&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
28966-游戏GUI视觉设计（深圳）,position_detail.php?id=45729&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG11-数据挖掘研究员(深圳）,position_detail.php?id=45730&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
S2-S系统财务管理（深圳）,position_detail.php?id=45731&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
S2-Java应用开发工程师（深圳）,position_detail.php?id=45732&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG06-C/C++高级后台开发工程师（深圳）,position_detail.php?id=45734&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
29777-金融云区块链高级研发工程师（深圳）,position_detail.php?id=45720&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
CSIG02-腾讯云房地产行业高级运营经理（深圳）,position_detail.php?id=45723&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG07-UGC产品策划经理（深圳）,position_detail.php?id=45724&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
WXG09-321 高级商务经理,position_detail.php?id=45725&keywords=&tid=0&lid=0,,1,广州,2018-11-30
SA-腾讯社交广告Java开发工程师（上海）,position_detail.php?id=45741&keywords=&tid=0&lid=0,,1,上海,2018-11-30
28297-RPG手游-版本管理（深圳）,position_detail.php?id=45742&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG04-移动端测试开发工程师（成都）,position_detail.php?id=45744&keywords=&tid=0&lid=0,,1,成都,2018-11-30
PCG10-QQ浏览器大资讯高级后台开发工程师（深圳）,position_detail.php?id=45746&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
20503-AI项目经理,position_detail.php?id=45747&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
CSIG16-地图政企研发工程师,position_detail.php?id=45733&keywords=&tid=0&lid=0,,1,北京,2018-11-30
21557-Android音视频研发工程师,position_detail.php?id=45735&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
27087-青腾汇高级社群运营负责人,position_detail.php?id=45736&keywords=&tid=0&lid=0,,1,北京,2018-11-30
CSIG15-翻译君商务拓展（教育方向）,position_detail.php?id=45737&keywords=&tid=0&lid=0,,1,北京,2018-11-30
21528-MCN运营（北京）,position_detail.php?id=45740&keywords=&tid=0&lid=0,,1,北京,2018-11-30
TME-QQ音乐商务运营经理（深圳）,position_detail.php?id=45768&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG03-新零售产品经理（深圳）,position_detail.php?id=45771&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
23671-腾讯topic基金投资经理（深圳）,position_detail.php?id=45757&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
23671-双百计划投资公司市场运营经理（深圳）,position_detail.php?id=45758&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
16810-腾讯动漫产品策划经理（深圳）,position_detail.php?id=45764&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
29912-短视频项目经理,position_detail.php?id=45745&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
20503-AI产品经理,position_detail.php?id=45748&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
21530-腾讯音乐企业文化经理（深圳）,position_detail.php?id=45750&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
28600-211 微信支付服务商产品运营经理（深圳）,position_detail.php?id=45751&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
23671-投资孵化中心商业分析师（深圳）,position_detail.php?id=45754&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
23674-新闻推荐算法高级工程师（北京）,position_detail.php?id=45781&keywords=&tid=0&lid=0,,1,北京,2018-11-30
PCG17-高级产品运营经理（深圳）,position_detail.php?id=45785&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
23295-互娱社区后台开发工程师（深圳）,position_detail.php?id=45770&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG03-算法专家（深圳）,position_detail.php?id=45772&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
23295-互娱PHP开发工程师（深圳）,position_detail.php?id=45774&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
TEG05-后台系统开发工程师（深圳）,position_detail.php?id=45775&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
SA-腾讯广告营销服务线/SMB行业运营经理（深圳）,position_detail.php?id=45763&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
TEG02-JAVA开发工程师（深圳）,position_detail.php?id=45765&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
21528-商务拓展（古风、二次元方向）（北京）,position_detail.php?id=45766&keywords=&tid=0&lid=0,,1,北京,2018-11-30
TME-QQ音乐BD运营经理（深圳）,position_detail.php?id=45767&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
15573-游戏交互设计师(上海),position_detail.php?id=26107&keywords=&tid=0&lid=0,,2,上海,2018-11-30
PCG19-腾讯视频测试工程师（北京）,position_detail.php?id=23583&keywords=&tid=0&lid=0,,1,北京,2018-11-30
PCG19-腾讯视频搜索后台研发工程师（深圳）,position_detail.php?id=25689&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
19822-影视策划经理,position_detail.php?id=22686&keywords=&tid=0&lid=0,,2,北京,2018-11-30
19823-动画电影美术设计师（深圳）,position_detail.php?id=24992&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG19-腾讯视频应用后台开发工程师（深圳）,position_detail.php?id=25779&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG09-虚拟化研发工程师（深圳）,position_detail.php?id=22746&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
TEG13-C++后台开发工程师（深圳）,position_detail.php?id=20040&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG19-腾讯视频ios测试工程师（深圳）,position_detail.php?id=27895&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG07-CDC高级多媒体视觉设计师（深圳）,position_detail.php?id=26624&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
18428-金融应用高级运维工程师（深圳）,position_detail.php?id=27219&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
21309-在线教育C/C++后台开发工程师（深圳）,position_detail.php?id=26471&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
18435-高级反洗钱合规管理（香港）,position_detail.php?id=27275&keywords=&tid=0&lid=0,,1,香港,2018-11-30
CS-腾讯公益高级测试工程师,position_detail.php?id=27054&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG13-自然语言处理高级工程师（北京）,position_detail.php?id=26556&keywords=&tid=0&lid=0,,2,北京,2018-11-30
SA-腾讯社交广告创意经理(深圳),position_detail.php?id=27626&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG19-视频AI算法专家工程师（深圳）,position_detail.php?id=26205&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
S2-高级风险管理和内部控制分析师（采购风控方向）,position_detail.php?id=26513&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG10-高级规划工程师(深圳),position_detail.php?id=28009&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
SA-腾讯社交广告高级算法工程师（微信广告 深圳）,position_detail.php?id=28047&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
TEG15-数据库研发高级工程师（北京）,position_detail.php?id=28051&keywords=&tid=0&lid=0,,2,北京,2018-11-30
18435-风控后台开发工程师（深圳）,position_detail.php?id=28080&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
22850-腾讯视频VIP后台开发（北京）,position_detail.php?id=27896&keywords=&tid=0&lid=0,,2,北京,2018-11-30
21769-泛娱乐发行合作经理（北京）,position_detail.php?id=27945&keywords=&tid=0&lid=0,,2,北京,2018-11-30
15573-SLG类手游商业化策划（上海）,position_detail.php?id=27722&keywords=&tid=0&lid=0,,1,上海,2018-11-30
18435-财付通高级风险分析师（深圳）,position_detail.php?id=27785&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
22850-腾讯视频VIP后台开发工程师(深圳),position_detail.php?id=27805&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG19-腾讯视频编码研发高级工程师（深圳）,position_detail.php?id=27892&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
21229-高级游戏市场产品分析（深圳）,position_detail.php?id=28531&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
21229-高级游戏市场产品分析（上海）,position_detail.php?id=28532&keywords=&tid=0&lid=0,,1,上海,2018-11-30
CSIG07-电脑管家客户端开发工程师（深圳）,position_detail.php?id=28571&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
15573-资深手游运营经理（上海）,position_detail.php?id=28418&keywords=&tid=0&lid=0,,1,上海,2018-11-30
SA-腾讯社交广告后台开发工程师（微信广告 深圳）,position_detail.php?id=28193&keywords=&tid=0&lid=0,,2,深圳,2018-11-30
TEG14-mysql运维工程师（深圳）,position_detail.php?id=28332&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG13-自然语言处理高级工程师（深圳）,position_detail.php?id=28348&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG13-图像OCR算法工程师(北京),position_detail.php?id=28349&keywords=&tid=0&lid=0,,1,北京,2018-11-30
PCG19-iOS开发工程师（深圳）,position_detail.php?id=28139&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG19-视频编解码研发专家（深圳）,position_detail.php?id=28140&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
19835-影视商务高级策划（北京）,position_detail.php?id=30079&keywords=&tid=0&lid=0,,1,北京,2018-11-30
PCG19-腾讯视频OTT&腾讯智慧家庭产品经理（深圳）,position_detail.php?id=28726&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
PCG04-腾讯后台开发工程师（深圳）,position_detail.php?id=29026&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
TEG07-高级web前端开发工程师（深圳）,position_detail.php?id=29305&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
AQ-安全智库经理（深圳）,position_detail.php?id=29315&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
15612-游戏客户端开发(北京）,position_detail.php?id=29617&keywords=&tid=0&lid=0,,2,北京,2018-11-30
TEG03-高级算法研发工程师（深圳）,position_detail.php?id=28858&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
21229-高级游戏业务商业分析经理（上海）,position_detail.php?id=28455&keywords=&tid=0&lid=0,,1,上海,2018-11-30
PCG19-腾讯视频搜索算法高级工程师(北京),position_detail.php?id=28718&keywords=&tid=0&lid=0,,1,北京,2018-11-30
PCG19-腾讯视频推荐算法高级工程师（深圳）,position_detail.php?id=28724&keywords=&tid=0&lid=0,,1,深圳,2018-11-30
